,Date,ID,Comment,Like
384,2022-08-07,@illliilllil,와.. 이건 거의 집에서 기르는 햄스터 애기가 장난으로라도 넣으면 다음날 발골되있겠네 ..,0
385,2022-08-07,@user-ok5ke3yb4o,밀웜 몇마리 넣어놓으면 매운것도 분해 ㅆㄱㄴ,0
386,2022-08-07,@도토리치킨,오히려 음쓰 처리기 사는게 환경 오염 아닌가?!,0
387,2022-08-06,@천년미소-d2j,차라리 믹스기로 갈아 말려서 버리는 것이 더 좋을 듯하네요...,0
388,2022-08-06,@lim013,궁금한게 있습니다! 음식물을 넣기만하면 분해가 되는데 미생물 교체 주기가 없는거죠? 그리고 음식물을 넣으면 부피가 많이 줄지만전체적인 양은 늘게 되는건가요 아니면 아예 흔적도 없이 사라지는건가요?,1
389,2022-08-06,@1235fj,"<a href=""https://www.youtube.com/watch?v=RehVJ7cH_9o&amp;t=121"">2:01</a>",0
390,2022-08-06,@opensolid,미생물 졸기네ㅜ 매운건 처리하는 버거운거보소ㅜㅜ,0
391,2022-08-06,@날브-p4y,"<a href=""https://www.youtube.com/watch?v=RehVJ7cH_9o&amp;t=610"">10:10</a> 구지 ㅋㅋㅋ",0
392,2022-08-06,@날브-p4y,"<a href=""https://www.youtube.com/watch?v=RehVJ7cH_9o&amp;t=175"">2:55</a>",0
393,2022-08-05,@AIpha7387,기계적으론 비쌀 이유가 없어보이는데..,3
394,2022-08-05,@user-ou3zf4,결론 : 미생물도 맵찔이다,0
395,2022-08-05,@호빵맨-x6r,형 살이찐거야 근육이 찐거야?,0
396,2022-08-05,@qzpm1324,미생물 덩어리를 그냥 맨손으로 만지네...,1
397,2022-08-04,@serrrri___,잇섭님 비스포크 큐커도 …리뷰…어때요?,0
398,2022-08-04,@맛있는갈비,그러면 분쇄 건조 후에 미생물 방식의 처리기에 넣으면 되겠네요!,0
399,2022-08-04,@Goorigoori123,좋은 내용이었습니다 ^^,0
400,2022-08-04,@psu0000,와 제품 보자마자 짜장면 남은거 째로 넣어도 되나 궁금했는데 바로 넣으시네ㅋㅋㅋㅋ,0
401,2022-08-04,@catnip2024,몇달째 사용중인데.. 음쓰때매 스트레스받는거 진짜 많이 줄었어요 그리고 여름이라도 린클에넣은 음쓰에는 초파리 안꼬입니다,0
402,2022-08-04,@영상시작알려드림,손으로 흙 만지는거 너무 불편하네<br>불편불편 왕불편,0
403,2022-08-03,@kduok,신기하긴하네 ㅋㅋㅋ,0
404,2022-08-03,@pentamero,뭔가 씨몽키 키우기 영상 같네요,0
405,2022-08-03,@UknongTV,신기,0
406,2022-08-02,@sangeoul,마늘의 알리신 성분은 &quot;살균&quot; 효과가 매우 뛰어납니다. 🪦,0
407,2022-08-02,@여우곰탱이-v2t,"저는 스마트카라라는 음쓰처리기 부모님께 드렸는데 안...쓰시더라고요.요즘같은 여름은 그냥 생기는대로 바로 버리는 게  낫다고,,, 아 그리고 뭣보다 음쓰 처리에 왜 전기낭비  하냐고 타박하심;;; <br>그리고 이게 좀 귀찮은 게 과일 등 당도 높은 거 넣으면 얘가 진짜 영혼을 갈아서 분해하는데 아...이게 소음도 좀 있고 필터로 하는 건데도 냄새도 좀 나서...이왕 돈 쓸 거 전 여기 나온 것처럼 미생물 이용하는 게 차라리 나을 것 같네요.",1
408,2022-08-02,@ikaan6937,ㅋㅋㅋ 진짜 공감 ㅋ 폰😘업에서 나두 최저가로 바꿈.. 최신폰 바꾸러 요즘 누가 매장가여ㅠ 더워죽겠는데,0
409,2022-08-02,@ovinithresh,폰🔮업 ㄱㅐ강추요 ! 가격비교도 다 되있어서 엄청 편하고 가격도 싸요..! 저 여기서 인터넷도 짱저렴하게 같이 바꿔써용,0
410,2022-08-02,@차리,"<a href=""https://www.youtube.com/watch?v=RehVJ7cH_9o&amp;t=273"">4:33</a> 저거 포켓몬빵 아닌가요 ㅋㅋㅋ",0
411,2022-08-02,@gosemfdleocpanjsep,1인가구에서는 쓸만할거같네,0
412,2022-08-02,@sticker2775,와 이건 진짜 사고싶다,0
413,2022-08-02,@shjjsshjshhj58,나 저거 없섯....... 저거 잇섭하게 해주세요,0
414,2022-08-01,@hwangchanbinpf,형 근데 왜 자꾸 돼지 앞다리를 집어넣는거야..? 먹고 남은 것도 아닌 것 같은데..,0
415,2022-08-01,@AA-ty5zq,오 … 사고 싶다…,0
416,2022-08-01,@Nicole68272,벌레가 안꼬이는지 궁금하네요!!,0
417,2022-08-01,@TV-ur8tp,잇섭님 그러면 음식물 처리후에 남은 흙?가루?들은 계속 음식물을 버리다보면 부피가 점점 커질텐데 이 흙은 어떻게 하나요? 실제 흙으로 사용할 수 있는건지 아니면 부피가 커지면 커진만큼 좀 버려줘야하는건지 궁금합니당,0
418,2022-08-01,@DaKa-_-,잇섭님은 사용하시는 폰에 ios16 하셨나요?,0
419,2022-08-01,@qzaw12,저도 작년부터 눈여겨본 제품이지만 가격이 너무 살인적이예요.<br>미생물이 핵심이여서 그렇게까지 비쌀 필요가 있나 싶더라구요,0
420,2022-08-01,@리시연-k3k,광고요,0
421,2022-08-01,@fsnr9749,이거 진심 이쁜 쓰레기 씨끄럽고 냄새나고 미생물 키우기 힘들고 ...,0
422,2022-08-01,@Dark-Nebula,저가루는 일반쓰레기 버려야하나 음식물쓰레기로 버려야하려나,0
423,2022-07-31,@noahwhite3964,퇴비 만드는거랑 똑같은거네요. 산소와 많이 만날 수록 냄새도 적고 그만큼 빨리 분해가 이루어지기 때문에 팬이나 골고루 섞을 수 있는게 필요하고 행복센터에서 쉽게 구할 수 있는 EM 용액이나 이미 저거와 똑같이 이루어진 부엽토같은 일반 흙을 넣고 세균이 좋아하는 탄소 화합물 넣으면 저거랑 똑같이 끝. 모양이 이쁘고 센서 같은 기능들 때문에 비싼 거 같다만 10-20만원 정도의 저렴이 버전도 충분히 만들 수 있을 거 같은데 말이죠.,2
424,2022-07-31,@무-q4f,와 진짜 신기해....,0
425,2022-07-31,@현-i5w,저는 냄새가 심해서 거실이나 주방에 못놔두겟던데 ㅠ 계속 써보시니 어떠신가요,0
426,2022-07-31,@ARMEDEL,"<a href=""https://www.youtube.com/watch?v=RehVJ7cH_9o&amp;t=725"">12:05</a> <br>사형.",1
427,2022-07-31,@you-tv3111,신기하네요,0
428,2022-07-31,@rainj9697,뭐야 웰케 잘돼... 무서워...,0
429,2022-07-31,@치타-o5p,꽉찼을 때 일부 남기고 비우면 미생물 새로 키울 필요 없는건가요?,0
430,2022-07-31,@조상호-c3c,환경을위해 포장재도 바꾸심이….,0
431,2022-07-31,@제이제이-m9i,치킨의 숭고한 희생 ㅠㅠ,0
432,2022-07-31,@네모난땡-f2f,오 신기하다,0
433,2022-07-31,@Pivot1225,70만원이 넘는 가격 주고 사는데 음식물도 골라서 넣어야되고 미생물 온습도도 관리해야되고 미생물 떨어지면 사야되고 내부청소도 해야되고 전기도 계속 쓰고 냄새 소음에서 완벽히 자유로운 것도 아니고 분해쓰레기는 어차피 봉투에 담아서 버리게 되면 살 이유가 뭐임? 밥먹고 산책나가면서 음쓰 버리면 편하고 돈도 안 드는데 쓸데없는 기기 중에 탑이다 탑,1
434,2022-07-31,@Kjg776,아니 날개를 버리네,1
435,2022-07-30,@hhpark7721,음쓰를 담당하던 남편이자 아빠로써 진짜추천함.<br>참고로 저 흙은 차후에 점점양이 늘어남. 고때는 일정량 흙을 버려줘야함.<br>3인식구기준 두달에 한번정도 버리는거같음.<br>버릴땐 일쓰로도가능.<br>가열식은 필터교체비용.<br>냄새. 습기발생등 별로라생각되어져 저도 미생물구매했음,0
436,2022-07-30,@elisynpark6848,똑같은 제품은 4인가구에서 썼는데 살짝 모자란 감이 있습니다. 1인 또는 2인으로 사시는 분들께 추천 드립니다. 그리고 생선은........절대 넣지 않는 걸 권장 드립니다. 그 전까진 잘 쓰다가 생선 넣고 냄새 망했어요. 이런 거 몇 개만 주의하면 굉장히 편하게 쓸 수 있는 제품입니다.,0
437,2022-07-30,@서비형-l3s,헤어스타일..<br>중소기업 대리님 같네요,0
438,2022-07-30,@안녕-w9h,"<a href=""https://www.youtube.com/watch?v=RehVJ7cH_9o&amp;t=897"">14:57</a> 입에서 무언가 나옴ㅋㅋ",2
439,2022-07-30,@lilililillillilli,어케봤누..ㄷㄷ,0
440,2022-07-30,@강태민-h6o,시작하는데 너무 오래걸리고 저거 버릴때마다 다시 배양해야되서 효율성이 너무 떨어지네. 별론데?,0
441,2022-07-30,@lion-mg6lp,린클 두 달 정도 사용하고 있는데 ㄹㅇ 삶의 질이 오지게 상승함..,0
442,2022-07-30,@되게찌,"소음은 없고, 음쓰 봉투 안써서 편리합니다. 다만, 뼈, 가시, 껍질, 뿌리는 처리 못해서 봉투 쓰긴 해야합니다.<br><br>냄새 조금 심합니다. 음쓰 냄새는 안나는데, 비료냄새가 납니다. 냄새 안난다는 거 거짓말입니다. 집안 내부에서 설치하면 비료냄새가 진동을 합니다..<br><br>저는 베란다에 창문 열어놓고 사용합니다.",0
443,2022-07-30,@OfficialLCN,저희 부모님도 이거 2주일전에 사서 쓰고 있는데 단점이라면 음식물들을 먼저 물로 깨끗하게 헹구어 내고 넣어야 되는게 좀 크나큰 단점이기도 합니다,0
444,2022-07-30,@정일지-l1g,6인가족은 필요읎음 음식물처리시간보다 쌓이는시간이 더빠름,0
445,2022-07-30,@elililiyou,ㅡㅡ; 보통 주먹보다 조금틑거  네개면 1키로 넘는데 많이 넣은 것 같아요.,0
446,2022-07-30,@elililiyou,배양 촉진제는 쌀겨를 쓰나봐요?,0
447,2022-07-30,@광주날다람쥐,미생물이 맵찔인가 보네,0
448,2022-07-29,@개풀어,미생물이 맵찔이구나,0
449,2022-07-29,@성이름-i9k5g,고민하고 있다면 걍 사면 됨. 매일 음쓰 버리러 가는 스트레스 없어진다! 이사 오고 음쓰카드 단 한번도 안씀. 걍 개편함!!,0
450,2022-07-29,@최효빈-y6q,저처럼 일주일에 집에서 밥을 한두번 먹는 사람은 미생물이 굶어죽진 않나요 ㅋㅋ,0
451,2022-07-29,@yurinuna21,뭔가 친밀감 느껴질듯 미생물키우기 아님?,0
452,2022-07-29,@user-05ri,뼈도 오래 지나면 분해됨,0
453,2022-07-29,@봉봉봉-l5k,이런거는 진짜 기름기 팍팍 씻겨서 해야합니다 싱크대 배수구보면 일정하게는 물 차오르게 되있는데 그걸로 기름기를 충분히 제거해줘야해용,0
454,2022-07-29,@yena_archive,비온뒤 흙냄새,0
455,2022-07-29,@물병-u7j,그저... 초심 그 자체 대황섭,2
456,2022-07-29,@하이쿤-i8v,같은 미물로써 자부심이 생기네요,1
457,2022-07-29,@대파-k1u,아파트살면 그냥 음식물 쓰레기 그냥 버리는게 맘편함,0
458,2022-07-29,@user-rf6sx1ko9h,다이어트식단을 미생물이 대신해주는거 같습니다 형님,0
459,2022-07-28,@DDong_pur,신기하긴하네 ㄷ ㄷ 특히 치킨발골된거 무섭네 ㅋㅋ,0
460,2022-07-28,@eyeinsky00,이전 모델에서 유일하게 맘에 안드는 부분이 뚜껑 부분인데  .... 신모델에서는 개선되었네요,0
461,2022-07-28,@minhyeokseo4252,사람 손 넣으면... (범죄도시 후유증..),0
462,2022-07-28,@borunejason9509,분쇄형 불법이라고 뉴스에 나오던데,0
463,2022-07-28,@ziggurat6262,이거 보고 샀습니다. 열심히 키워볼 예정,2
464,2022-07-28,@luck4477,분쇄기로.. 분쇄가된 음식물을 건조시키지말고 모아진 음식물을 미생물 음식물 처리기에 넣으면 엄청 효율을 가져올수있겠네요,0
465,2022-07-28,@goodeye2510,가만히 땡각 해봄면 혀ㅛ가 짧네요,0
466,2022-07-28,@legomham,"음쓰가 거의 안나오는편이고, 음식을 자주 해먹지도 않고, 편식 없는데 파만 건져내는 정도인데 린클 구매하고 너무 좋았어요<br>탁 털어넣어버리면 그만이니까 너무 좋아요<br>실험정신 투철한 저희 어무니는 단백질 분해된다니까 궁금해서 머리카락도 넣어보셨데요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br>머리카락은 분해 안된다고 합니다ㅋㅋㅋㅋㅋㅋㅋㅋ",19
467,2022-09-19,@주영-y3f,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀여우시네요,0
468,2022-07-28,@qdbqfbrb,좀만 더쌋으면ㅠ<br>아직은 못사겠네요ㅜ,0
469,2022-07-28,@JJ-eo5pk,요즘 반려생물은 미생물인가요?,0
470,2022-07-28,@Yah-j5k,바나나 껍질도 짤라주고 미생물 키우기 같은 느낌인거 같아 ㅋㅋㅋㅋ,2
471,2022-07-28,@송쿠,탕수육 버릴 때 비명 질렀다 ㅋㅋㅋㅋㅋㅋㅋㅋ아오 아까워,0
472,2022-07-27,@leehyobeom,"음식물 처리기 4, 5년 썼나? 단점은 옮겨 넣기 귀찮음.. 돌리면 몇시간인데.. 그냥 버리면 되는데… 냄새가 안 날 수는 없음.. 필터가 걸려져서 안나는데 필터를 갈아야함… 필터 기간이 길긴한데.. 귀찮음.. 그리고 공간 차지함… 그냥.. 다 떠 나서.. 음식물 처리기에 넣었다가 한참 후에 버릴것이냐(다 분해 된거 많이 쌓이면 버려야 합니다) 거기까지 쓰레기를 이동 시키는 바에는 그냥 아예 나가서 버릴것이냐 중에 고르면 됩니다. 전 그냥 많이 안나오니 냄새 나지 않도록 그런것들만 남게 해서 한번이 모아서 한번에 버리는게 낫더라구요.",0
473,2022-07-27,@voninctrl,안에 카메라 설치해서  분해 과정 보여주면 재밌을듯.,2
474,2022-07-27,@IlIIlllI8,그냥 상상인대 저음쓰통에 바선생이 하나들어간다면 ㄷㄷ..알을깐다면 ㄷㄷ,2
475,2022-07-27,@두비두밥-w8o,전기세에 대한 부분도 큰 궁금증이네요!! 다른 가전제품들에비해서 24시간 돌아가는거같은데 혹시 쓰시는분들은 괜찮으신가요?!,1
476,2022-07-27,@starfox1211,한달에 3천원수준이라고 알고있습니다 물론 누진제 안됐을때,1
477,2022-07-27,@두비두밥-w8o,@@starfox1211 오!좋은정보감사합니다!!!😀😀,0
478,2022-07-27,@hjt4451,장기간 사용하다보면 저 흙? 미생물? 저게 양이 점점 많아지는거같은데요.<br>그때는 어떻게하죠? 적당량을 놔두고 버리는건가용?,0
479,2022-07-27,@박병철-y3r,휴리엔 미생물 처리기 사용 중입니다. 린클보다 용량이 크고 고추가루나 매운 거도 넣어도 잘 소화한다고 해서 구매 했는데 거의 반년 됐는데 잘사용 중입니다. 집에 식구 많으신분은 휴리엔거 사서 배란다에 사용 하시면 좋을거 같아요.,1
480,2022-07-27,@starfox1211,1년 넘게 쓰는입장에서 정부보조금을 줘서라도 전국민이 사용하게된다면 환경오염과 음식물쓰레기 비용을 크게줄일수있을것같습니다 보조금 지급하더라도 금방회수될듯해요~~~,0
481,2022-07-27,@Sonyan1017,뭔가 흐름이 음식물처리기 키우기가 되는거같은...ㅋㅋㅋㅋ 재때 밥주면서 키우는 느낌 ㅋㅋㅋ,0
482,2022-07-27,@영앤리치-r2c,린클 1세대가 용량이 더 커서 1세대로 사서 사용중인데 신세계입니다 정말 편하고 좋습니다 주의사항 몇개만 조심하면 아주 편하게 사용할수있습니다,0
483,2022-07-27,@seanpark8162,귀곰 리뷰보고 구매해서 사용한지 반년되었는데...정말 대만족.....반려미생물이라는 말이 괜히 나온게 아님,4
484,2022-07-27,@양인석-z4x,맵찔이 애완용(?) 쓰레기통이라고 생각하면 좋겠네요,0
485,2022-07-27,@igoo9,이건 미생물을 키우는 게임기네...,0
486,2022-07-27,@minsunamgung8103,돈받고 쓴거라... 제품에 믿음이 안가냐 ㅜ,1
487,2022-07-27,@DavidJerng-e2p,오래쓰면 그 돌아가는 회전축 소음이 엄청 심합니다 ㅠㅠ....,0
488,2022-07-27,@Apple-Mobile,돈값하고 에이에스도 좋아요,0
489,2022-07-27,@TS-wy1mu,작년에 산 것들 중에 가장 돈이 아깝지 않았던 물건입니다 ㅋ,0
490,2022-07-27,@sun-df8hy,"저건 쓰고 나면 다시는 미생물 음쓰가 없는 환경으로 못 돌아감;; 특히 여름에 진가가 어마무시함. 음식 처리 안하면 하루안에 초파리 장난아니고 음식물 냄새랑 비쥬얼에 멘탈충격 2연타 맞는데 음쓰 있으면 주방관리가 너무 편해짐. 처음 살때까지만해도 이 기능에 이 가격에 판다고? 음쓰 관리가 귀찮아서 그냥 속는 셈치고 사자고 했는데 막상 사보니까 진짜 레알 산 제품 중에 대만족한 제품 5손가락 안에 듦. 삶의 패턴이 바뀜;; 나중에 가정집 생기면 음쓰 담당하기 싫고 일하고 와서 가정일 귀찮고 미래에 내가 와이프랑 집안일로 분명히 다투걸 알기에 집안 일로 감정 상하고 싸움 날거 같고 그 중에 분명히 설거지가 있을거고 설거지 음쓰 비쥬얼 충격 받으면서 하기 싫고 아침부터 음쓰 버려주라고 나한테 건네주고 아침부터 엘레베이터에 음쓰 가지거 타면서 시각,후각 쇼크 맞거나 그 이상의 변수(음쓰 봉투 터지는거, 음쓰 국물이 출근 옷에 묶는거, 음쓰 냄새 손에 베여서 운전대 잡는거 등) 하루 시작하기 싫어서 이사할때 절대 안 버리고 꼭 가져가야겠다고 생각했음 아 맞다... 여친이 없구나;;",0
491,2022-07-27,@이경연-e4l,식물 좋아하시는 분들은 나중에 비료로 써도 되겠네요.,0
492,2022-07-27,@race9574,20년 전부터 미생물을 이용한 처리기는 있었는데 냄새처리가 어려워 성공하지 못했었죠 이제는 냄새를 완벽하게 잡았는 모양이네요,1
493,2022-07-27,@봉구-t4f,이거보고 혹해서 구매할까 해서  구매 홈페이지 들어갔는데 한달 사용기 리뷰보니까 대부분 추천하지 않는다네여...ㅜㅜ 생각보다 소음과 냄새가 심하대여... 다들 한달 사용기 보고 구입들하세여,0
494,2022-07-27,@GoodMorning10.27,신혼집 이사하고 지금 거의 반년째 쓰는중인데...너무 너무 잘쓰고 있습니다.이사하면서 식세기 로청 워시타워등등 좀 좋다싶은건 다 삿는데 (로청도 80만원주고 로보락 그때당시 제일 좋은거 사고 식세기도 LG오브제...) 와이프 포함 저까지 단연 1등 만족도 뽑으면 무조건 린클입니다....제대로 사용만 하면 소음없고 냄새 안납니다.그냥 멍청한 사람들이 닭뼈 같은것도 다 버리고 다시마나 사과껍질처럼 애초에 잘게 넣어서 소량만 버리라거나 하는것들 무조건 때려박으면 고장납니다...<br>솔직히 말하면 멍청하면 못쓰는 기기에요ㅋㅋㅋㅋㅋㅋ어쩌겠어요...멍청한 사람들은 좋은걸 줘도 못 쓰고 손발이 고생하는거죠 뭐ㅎㅎ,0
495,2022-07-27,@user-jx9ip5nu1c,"그 닭뼈도 두꺼운 다리 빼고 목이나 작은 뼈들 넣으면 오래걸리긴 하지만 분해됨니당,, 하지만 고장을 일으킬 수도 있어요,,<br>닭뼈 막 넣었더니 아래 플라스틱부분 깨져서 수리받음..",1
496,2022-07-27,@Julia_vlog,아 이거 정말 정말 필요하고 갖고 싶은건데.. 남편 보여줘야겠네요ㅎㅎㅎ,0
497,2022-07-27,@joo02,일본교포분이신가보네요 화이팅,0
498,2022-07-27,@YooShinHai,잇섭의 미생물 키우기 ㅋㅋ<br>하루에 한번식 밥줘야 하는 기계라니 신선해요,0
499,2022-07-27,@molco8522,갈아서 버리는건 환경문제가 있을거같아서 저도 미생물처리기 샀는데 대만족입니다ㅋㅋ,0
500,2022-07-27,@user-yoo33,친환경 음식물 처리기 밀웜,0
501,2022-07-27,@dawns7,마늘은 미생물을 죽이기도 하기 때문에 처리기에 안 넣는 것을 권합니다.,0
502,2022-07-27,@BRORY,정말 편리해보이네요,0
503,2022-07-27,@user-ox3zq2wg8t,잇섭님 통에 넣었다 빼면 홀쭉해지는거 아님?,0
504,2022-07-27,@kibomi,"그...이런질문 드리기 꺼름찍합니다만.. 개, 고양이 등의 배설물도 처리가 될까요? 아시는분 ㅎㅎ",0
505,2022-07-27,@Anninyong,미생물 처리기면 음식물 쓰레기를 버리고 나서 따로 전혀 버려줄 필요가 없나요?? 미생물이 다 먹으니까..?,0
506,2022-07-27,@GoodMorning10.27,버리고 처리가 되면 저 흙과 똑같이 변하는데 한달정도 지나면 흙이 일정 수위로 올라오면 그 흙을 일반쓰레기 봉투에 넣어서 버리시면 됩니다~,0
507,2022-07-27,@지송-k8d,잇섭님 처리기에 손 넣지 마세요ㅠㅠㅠㅠ<br><br><br><br><br>미생물들이 순식간에 손 분해해버린다구여,0
508,2022-07-27,@오늘도덥네,마늘은 대표적인 항균물질이잖아.   뭐 마늘도 썩긴하지만..  기타 양념들도 미생물이 분해잘못하는만큼 사실 버릴일이 많지가않음.,0
509,2022-07-27,@박용준-b6i,썸네일 너무 과장광고 같아요 하루만에 흙 안되던데..,0
510,2022-07-27,@GoodMorning10.27,됩니다.멍청해서 잘 못 쓰시는 분들꺼는 안되구요.,0
511,2022-07-27,@Superman_im,음식물처리는 C켓이 짱인데... 요것도 리뷰한번해주세요 몇년째 쓰고있는데 다른거 다필요없어요 ㅎㅎ,0
512,2022-07-27,@smalljiny,많이 넣을때는 밥이나 식빵 같은거 조금 같이 넣어주면 좋더군요,0
513,2022-07-27,@kgb6027,음쓰 렌탈도 갠찮은가요?,0
514,2022-07-27,@user-yo4om3ol6b,마침 같은제품 구매했었는데 잇섭이 리뷰까지해주다니 ...,0
515,2022-07-27,@고로-e8l,미생물 방식은 날파리 안생기나요...???? 여름에는 음쓰 하루만 지나도 날파리 너무 생김 ㅠㅠ,0
516,2022-07-27,@dusdus2,미생물 방식이다보니 젤 궁금한건... 밥(음쓰) 안주고 며칠까지 미생물이 버틸까 입니다. 1~2인 사는 환경에서는 하루종일 음쓰가 안나오기도 하거든요.. 그런정보도 있을까요?,0
517,2022-07-27,@homemilk,음 아이비리그컷은 별로인듯,0
518,2022-07-27,@ju3410,이정도면 애완미생물키우기 아님?ㄷㄷ,0
519,2022-07-27,@andlql,저 톱밥 봉투만 따로 판매하면 구매해서 사용해도 괜찮겠는데요?,0
520,2022-07-27,@andlql,오 근데 톱밥에 알낳을수있는 벌레한마리 기어들어가면 두려워질거같은데?,0
521,2022-07-27,@김민철-s5u5f,"후기 단점들을 보니까<br>1. 미생물을 모시고 살아야 한다<br>2. 음식물이 제한적이다 보니 결국 따로 버린다<br>3. 곰팡이가 피고 냄새가 나며 소음이 심하다<br>4. 전기세가 많이 나오고 관리가 빡세다<br>괜찮아보여서 살까 하고 리뷰 찾아봤는데, 궁금해하시는 분들 있을까봐 적습니다",0
522,2022-07-27,@그림자소야,"<a href=""https://www.youtube.com/watch?v=RehVJ7cH_9o&amp;t=897"">14:57</a> 침튀기며 설명하는 모습 좋군요 ㅋㅋ",0
523,2022-07-27,@chuya6730,매운 식재료 분해를 잘 못하는 이유가 매운 식재료들이 살균효과가 있어서 그런거 같아 형,0
524,2022-07-27,@electrictsla,미생물 흙은 얼마나 사용이 가능한가용??,0
525,2022-07-26,@zic2222,냄새 존나 납니다,0
526,2022-07-26,@말호-q3f,👍,0
527,2022-07-26,@sun-vk5my,저도 같은 모델 8개월째 쓰고 있는데 이거 들인후 음식물쓰레기 버리러 간거 3번정도 밖에 안됩니다ㅋㅋ 영상에서 나오듯이 8초후에 자동으로 닫히는게 조금 불편하긴 해요. 샤오미 쓰레기통처럼 센서에 발데고 있으면 계속 열리는 방식으로 개선되면 편할것 같넨요,0
528,2022-07-26,@lunastellalee,싱크대에서 갈아버리는 음식물 처리기도 미생물로 분해해서 물로 배출하는 합법적인 제품이 있는데 굳이...,0
529,2022-07-26,@KKambbagiONplz,저 흙으로  화분 식물 흙이나 농사용으로 가능 하겠네요 원래 퇴비 만들때 하던방식 ㅋ,1
530,2022-07-26,@KKambbagiONplz,토마토는 거의 물 액체라 껍질도 아주 얇고 약해서  처리가 아주 쉬울듯,2
531,2022-07-26,@식빵맨-d4g,머야 조건도 많고 개 구데기네…그냥 조그만한 음식물 봉지에 하루정도 모아놓은거 출근할때 마다 갖다버리는게 더 맘퍈하겠다 개쓰레기네 미생물로 분해하는거 ㅋㅋㅋ,0
532,2022-07-26,@tontonnub1314,와 너무 좋은데?!,0
533,2022-07-26,@진수야뭐하냐,왤케 바이럴이 많은것같지...,1
534,2022-07-26,@hodl3504,저는 씽크리더 라는 음식물쓰레기  분해제품을 쓰고있는데 만족도 200%입니다 ㅎ,0
535,2022-07-26,@hazel-lm1du,저희집은 린클은아니지만 타브랜드 미생물음식처리기쓰는데 1년정도 너무잘쓰고있어요 사기전에 분쇄형 말리는것등등 여러가지비교해보고 후기가제일좋았던게 미생물이라 미생물로샀는데 만족스러워요 요즘 나라에서 금액지원해주는지역도있으니 해당되는지알아보고사세요,0
536,2022-07-26,@masterspath,"<a href=""https://www.youtube.com/watch?v=RehVJ7cH_9o&amp;t=209"">3:29</a>수학 잘하시내요",0
537,2022-07-26,@user-qt4ej3ye9m,필터에 망간이랑 알루미나 들어있겠네,0
538,2022-07-26,@lolro3755,저거 비싼데 음쓰처리기는 갖고 싶다면<br>베란다 있는 사람은 그냥 베란다에다가 산에서 흙 퍼오면 미생물이 풍부하고 깨끗한 흙을 구할 수 있음. <br>흙포대 구해다가 바닥에  흙 두툼하게 깔고 <br>음식물 넣고 그 뒤에 흙으로 덮고<br>다음에 음쓰 버릴 때 기존 흙+음쓰좀 뒤섞어 준 다음 <br>그 위에 흙 얇게 뿌리고 음쓰 버리고 다시 위에 흙으로 덮고 반복하면 되요.<br>음쓰버리는 시간을 정해두면 더 좋음.<br>흙냄새 정도만 남.<br>시간과 노동을 태우면 70만원 안써도 됨.<br>반대로 자신의 시간당 임금이 높은 사람은 저걸 사서 자신의 귀중한 시간을 지키면 됨.,0
539,2022-07-26,@gaiserne,우리 생물이는 맵찔이 라구요!,0
540,2022-07-26,@양년치킨,고추마늘은 항균효과가 있어서 발효미생물이 힘을 바로 못씀.,0
541,2022-07-26,@77ddoba63,휴대용 용암이잖아!,0
542,2022-07-26,@qkrgus,린클 저도 쓰고있는데<br>필수템입니다<br>식세기 장마철의건조기 미생물음쓰처리기<br>이 3개는 생활의 필수템입니다<br>삶의 질이 달라짐,0
543,2022-07-26,@신재영-r3w,가격 좀 떨어지면 바로 사야지,0
544,2022-07-26,@-J.W-,아파트.공동주택 이여서  1층가서 그냥 버리고 올수있다면(집에서 바로 음식물 배출구등) 큰 비용대비 만족도는 떨어질수있으나 그외 음쓰봉투 또는 음쓰통에넣고 내어놓은후 빈통 다시 수거하는등 에는 매우만족. 분해가 잘 안되는 것들도 있으나 말라비틀어져 있어 일반쓰레기 배출가능. 사용중인데 매우만족임,0
545,2022-07-26,@lanbluki,소식이 유행이라길레 소를 드실줄 알았는데 먹어서 환경을 지키셨군요..ㅋㅋ,0
546,2022-07-26,@꼬부기-p3c,잇섭님 궁금한게 흙처럼 변한 음식물쓰레기들은 그럼 어디에 버리나요??<br>나중엔 그 흙처럼 변한것들이 통안에 쌓일 거잖아요?? 그거까지 어떻게 처리하는지도 궁금한데요??,0
547,2022-07-26,@user-kdjalkdsjfoiwef,음식쓰레기통이 아니라 미생물 키우기 같네요 ㅎㅎㅎㅎㅎㅎㅎ,0
548,2022-07-26,@kdy4678,음식은 음식물 처리기에 양보하자,0
549,2022-07-26,@ekarussjun,비싸고 불편,2
550,2022-07-26,@b323b,집에있는데 뭐좀버리면 물기가 많아져서 관리가 너무 힘듭니다 ㅠㅠ 물기 최대한 제거하고 양념장도 물에 헹궈서 버려봤는데도 다시 질어지는데 뭐가문제인지 모르겠어요. 미생물제제도 한팩에 3만원이 넘다보니 유지오래하고싶은데 것도 마음대로 안됩니다.. 살릴려면 밥이나 빵 이빠이 넣어야해요...,0
